PLACE_NAME,FEATURE,LONGITUDE,LATITUDE,geometry,suburb,postcode
Lloyd St/Dynon Rd (West Melbourne),BUS,144.927829,-37.802853,POINT (2493644.9850042537 2410904.8894175747),KENSINGTON,3031.0
Radcliffe St/Dynon Rd (West Melbourne),BUS,144.932023,-37.803557,POINT (2494014.374011287 2410827.028778091),WEST MELBOURNE,3031.0
The Range/Kars St (Frankston),BUS,145.117194,-38.156733,POINT (2510272.545051273 2371621.8515906883),FRANKSTON,3199.0
Frier Ave/Plenty Rd (Reservoir),BUS,145.01553,-37.730358,POINT (2501369.4543041736 2418953.0510450415),RESERVOIR,3072.0
Queensberry St/Lygon St (Carlton),BUS,144.966376,-37.80457,POINT (2497039.589604834 2410716.208555025),CARLTON,3053.0
Jones Rd/Hemmings St (Dandenong),BUS,145.200341,-37.98257,POINT (2517601.034840667 2390941.790441555),DANDENONG,3174.0
Birdwood Ave/Benga Ave (Dandenong),BUS,145.199735,-37.980813,POINT (2517548.1842929944 2391136.928824369),DANDENONG,3174.0
Campbell St/Benga Ave (Dandenong),BUS,145.200124,-37.97889,POINT (2517582.8225115435 2391350.294080754),DANDENONG,3174.0
Rylands Rd/Benga Ave (Dandenong),BUS,145.200839,-37.976648,POINT (2517646.16169024 2391599.0116179185),DANDENONG,3174.0
Princes Hwy/Gladstone Rd (Dandenong),BUS,145.203844,-37.974783,POINT (2517910.615718379 2391805.463794022),DANDENONG,3175.0
St Gerards Catholic School/Gladstone Rd (Dandenong),BUS,145.204653,-37.97056,POINT (2517982.6964766616 2392274.040083087),DANDENONG,3175.0
Chifley Cres/Gladstone Rd (Dandenong North),BUS,145.205185,-37.967874,POINT (2518030.0911274385 2392572.0665282235),DANDENONG NORTH,3175.0
Lyndale Greens PS/Oakwood Ave (Dandenong North),BUS,145.205196,-37.96554,POINT (2518031.630192945 2392831.1321945395),DANDENONG NORTH,3174.0
McColl St/Tyler St (Preston),BUS,145.019206,-37.731672,POINT (2501693.4490609416 2418807.1595281884),PRESTON,3072.0
Lilac Ave/Oakwood Ave (Dandenong North),BUS,145.202622,-37.964221,POINT (2517805.758149106 2392978.012748071),DANDENONG NORTH,3174.0
Rose Ave/Oakwood Ave (Dandenong North),BUS,145.200823,-37.963319,POINT (2517647.8594613625 2393078.4624722544),DANDENONG NORTH,3174.0
Irving Rd/Oakwood Ave (Dandenong North),BUS,145.19926,-37.96252,POINT (2517510.717513836 2393167.4377227584),DANDENONG NORTH,3174.0
Hampstead Rd/Oakwood Ave (Noble Park North),BUS,145.195114,-37.960762,POINT (2517146.773153467 2393363.326984613),NOBLE PARK NORTH,3174.0
Oakwood Park Primary School/Oakwood Ave (Noble Park North),BUS,145.192266,-37.960394,POINT (2516896.582526948 2393404.6732028965),NOBLE PARK NORTH,3174.0
Coolavin Rd/Elonera Rd (Noble Park North),BUS,145.191465,-37.957769,POINT (2516826.7779098717 2393696.17798007),NOBLE PARK NORTH,3174.0
Halton Rd/Jacksons Rd (Noble Park North),BUS,145.190668,-37.955017,POINT (2516757.3446429064 2394001.77624211),NOBLE PARK NORTH,3174.0
Lower Terrace Cres/Jacksons Rd (Noble Park North),BUS,145.191142,-37.952401,POINT (2516799.5955851087 2394292.0559152244),NOBLE PARK NORTH,3174.0
Silverton Primary School/Jacksons Rd (Noble Park North),BUS,145.191778,-37.949681,POINT (2516856.0793363163 2394593.8442054056),NOBLE PARK NORTH,3174.0
W J Turner Reserve/Jacksons Rd (Noble Park North),BUS,145.191864,-37.948006,POINT (2516864.016186845 2394779.7421335625),NOBLE PARK NORTH,3174.0
Antoinette Bvd/Main Rd (Eltham),BUS,145.144837,-37.730437,POINT (2512767.43408165 2418934.679317169),ELTHAM,3095.0
Donald St/Tyler St (Preston),BUS,145.022894,-37.732068,POINT (2502018.5042171604 2418763.1381124556),PRESTON,3072.0
Eagle Dr/Jacksons Rd (Noble Park North),BUS,145.191639,-37.945605,POINT (2516844.7767870817 2395046.2795692934),NOBLE PARK NORTH,3174.0
Ahern St/Jacksons Rd (Noble Park North),BUS,145.191929,-37.943978,POINT (2516870.644688692 2395226.8066652473),NOBLE PARK NORTH,3174.0
Manning Dr/Jacksons Rd (Noble Park North),BUS,145.192449,-37.941319,POINT (2516916.9340461935 2395521.85109883),NOBLE PARK NORTH,3174.0
Police Rd/Jacksons Rd (Noble Park North),BUS,145.192482,-37.938589,POINT (2516920.458005686 2395824.853167299),NOBLE PARK NORTH,3170.0
Southern Reserve/Police Rd (Springvale),BUS,145.175954,-37.935612,POINT (2515468.1966929543 2396158.0932773594),MULGRAVE,3170.0
Albany Dr/Police Rd (Springvale),BUS,145.172574,-37.935172,POINT (2515171.1547558326 2396207.4752321644),MULGRAVE,3170.0
Wellington Sec Col/Police Rd (Springvale),BUS,145.17026,-37.934884,POINT (2514967.786011649 2396239.807519123),MULGRAVE,3170.0
Macedonian Orthodox Church/Tyler St (Preston),BUS,145.024275,-37.732208,POINT (2502140.2247352665 2418747.5657991488),PRESTON,3072.0
Victoria Ave/Windsor Ave (Springvale),BUS,145.147736,-37.951438,POINT (2512984.909897545 2394405.7333217207),SPRINGVALE,3171.0
Princess Ave/Windsor Ave (Springvale),BUS,145.144366,-37.951024,POINT (2512688.7656110195 2394452.139242869),SPRINGVALE,3171.0
St James Ave/Regent Ave (Springvale),BUS,145.143271,-37.952917,POINT (2512592.231494707 2394242.1665821318),SPRINGVALE,3171.0
Heather St/Regent Ave (Springvale),BUS,145.142707,-37.955909,POINT (2512542.154676053 2393910.151498804),SPRINGVALE,3171.0
Bournemouth Ave/Donald St (Springvale),BUS,145.142085,-37.958441,POINT (2512487.0644443873 2393629.189495218),SPRINGVALE,3171.0
Heatherton Rd/Gavan Dr (Springvale),BUS,145.141164,-37.960652,POINT (2512405.772834718 2393383.9082747595),SPRINGVALE,3172.0
821 Heatherton Rd (Springvale),BUS,145.144594,-37.9614,POINT (2512707.076112426 2393300.433194725),SPRINGVALE SOUTH,3172.0
Bartley Pl/Spring Rd (Springvale South),BUS,145.145708,-37.962842,POINT (2512804.712429256 2393140.2222850025),SPRINGVALE SOUTH,3172.0
Springfield Cl/Spring Rd (Springvale South),BUS,145.144107,-37.964033,POINT (2512663.8303706422 2393008.245390402),SPRINGVALE SOUTH,3172.0
Laurel St/Tyler St (Preston),BUS,145.028054,-37.732632,POINT (2502473.3342326493 2418700.418264454),PRESTON,3072.0
Preston North East PS/Laurel St (Preston),BUS,145.028613,-37.734227,POINT (2502522.5289139985 2418523.3869307525),PRESTON,3081.0
Whitehorse Rd/Dorking Rd (Box Hill),BUS,145.130631,-37.818323,POINT (2511501.840688968 2409182.4333366835),BOX HILL,3128.0
45 Dorking Rd (Box Hill),BUS,145.131171,-37.815835,POINT (2511549.7650751737 2409458.5099001573),BOX HILL,3129.0
Medway St/Dorking Rd (Box Hill North),BUS,145.131777,-37.812519,POINT (2511603.6205320433 2409826.4652067265),BOX HILL NORTH,3129.0
Tyne St/Dorking Rd (Box Hill North),BUS,145.13208,-37.810866,POINT (2511630.565103942 2410009.8931315187),BOX HILL NORTH,3129.0
Wimmera St/Dorking Rd (Box Hill),BUS,145.132462,-37.80879,POINT (2511664.5184013164 2410240.2486641826),BOX HILL NORTH,3129.0
Trawool St/Dorking Rd (Box Hill North),BUS,145.132954,-37.806374,POINT (2511708.1950081573 2410508.3380839694),BOX HILL NORTH,3129.0
Wood St/Laurel St (Preston),BUS,145.028641,-37.735724,POINT (2502524.9539423413 2418357.2469215),PRESTON,3081.0
Alan St/Dorking Rd (Box Hill),BUS,145.133335,-37.804316,POINT (2511742.086217443 2410736.6952000326),BOX HILL NORTH,3129.0
Woodhouse Gr/Dorking Rd (Box Hill North),BUS,145.133647,-37.80278,POINT (2511769.7793172607 2410907.135550158),BOX HILL NORTH,3129.0
Greens Rd/Hammond Rd (Dandenong South),BUS,145.205788,-38.014168,POINT (2518071.9683598927 2387433.5227589607),DANDENONG SOUTH,3175.0
351 Hammond Rd (Dandenong South),BUS,145.204889,-38.018308,POINT (2517992.0399731705 2386974.1651230203),DANDENONG SOUTH,3175.0
Brooks Dr/Hammond Rd (Dandenong South),BUS,145.204162,-38.021992,POINT (2517927.306861906 2386565.3816391984),DANDENONG SOUTH,3175.0
Quality Dr/Hammond Rd (Dandenong South),BUS,145.203229,-38.02661,POINT (2517844.3100361284 2386052.9714778913),DANDENONG SOUTH,3175.0
Mickle St/Hammond Rd (Dandenong South),BUS,145.202656,-38.029512,POINT (2517793.3036528816 2385730.967816729),DANDENONG SOUTH,3175.0
Superior Dr/Hammond Rd (Dandenong South),BUS,145.202263,-38.031606,POINT (2517758.294696534 2385498.608388218),DANDENONG SOUTH,3175.0
Swift Way/Hammond Rd (Dandenong South),BUS,145.201613,-38.034894,POINT (2517700.472279598 2385133.7713144617),DANDENONG SOUTH,3175.0
Gallery Ave/Arnolds Creek Bvd (Melton West),BUS,144.55055,-37.670371,POINT (2460351.664431941 2425517.0632757097),HARKNESS,3337.0
Eastern Sward Golf Course/Worsley Rd (Bangholme),BUS,145.182149,-38.064523,POINT (2515985.3930498813 2381848.429274629),BANGHOLME,3175.0
CFA Training/Worsley Rd (Bangholme),BUS,145.179602,-38.069773,POINT (2515760.776286179 2381266.09785455),BANGHOLME,3175.0
Patterson Lakes Tennis Club/Thompson Rd (Carrum Downs),BUS,145.155411,-38.067584,POINT (2513638.3962028795 2381512.810095215),PATTERSON LAKES,3197.0
Illawong Ret Village/Gladesville Bvd (Patterson Lakes),BUS,145.145706,-38.068657,POINT (2512786.5762089435 2381395.056284819),PATTERSON LAKES,3197.0
Patterson Lakes PS/Gladesville Bvd (Patterson Lakes),BUS,145.145893,-38.070309,POINT (2512802.690815345 2381211.664566961),PATTERSON LAKES,3197.0
Chowne St/Derrick St (Lalor),BUS,145.018459,-37.671126,POINT (2501628.9084287756 2425526.7010341827),LALOR,3075.0
Gratwick St/Station St (Lalor),BUS,145.016366,-37.669234,POINT (2501444.3052027677 2425736.718545247),LALOR,3075.0
Dorking Rd/Roselea St (Box Hill North),BUS,145.134195,-37.802185,POINT (2511818.155214471 2410973.1035493184),BOX HILL NORTH,3129.0
Partridge St/Station St (Lalor),BUS,145.018504,-37.66261,POINT (2501633.061987186 2426471.8205686174),LALOR,3075.0
Chifley St/Station St (Lalor),BUS,145.020192,-37.660954,POINT (2501782.0296796677 2426655.574143909),LALOR,3075.0
Station St/Childs Rd (Epping),BUS,145.022033,-37.659912,POINT (2501944.4872448184 2426771.172050176),EPPING,3075.0
Supply Dr/Childs Rd (Epping),BUS,145.026317,-37.66038,POINT (2502322.445687851 2426719.13712522),EPPING,3075.0
Midway Cres/Childs Rd (Epping),BUS,145.029031,-37.660633,POINT (2502561.8607676043 2426690.9905240536),EPPING,3075.0
Mindoro Cres/Childs Rd (Epping),BUS,145.032006,-37.660863,POINT (2502824.334324913 2426665.386363752),EPPING,3075.0
Lalor North Secondary College/Childs Rd (Epping),BUS,145.035058,-37.661202,POINT (2503093.598876398 2426627.665737953),EPPING,3075.0
Second Ave/Heathfield Rise (Box Hill North),BUS,145.138427,-37.802819,POINT (2512190.7178919134 2410902.2088256637),BOX HILL NORTH,3129.0
Prince Of Wales Ave/Childs Rd (Mill Park),BUS,145.045617,-37.662306,POINT (2504025.1477820096 2426504.7449710816),MILL PARK,3032.0
Crampton Cres/Childs Rd (Mill Park),BUS,145.049119,-37.662328,POINT (2504334.0897913394 2426502.1540724263),MILL PARK,3032.0
Morang Dr/Childs Rd (Mill Park),BUS,145.052558,-37.662195,POINT (2504637.514631157 2426516.7546372414),MILL PARK,3032.0
St Francis Of Assisi PS/Childs Rd (Mill Park),BUS,145.058404,-37.665383,POINT (2505153.071841859 2426162.639865961),MILL PARK,3032.0
Mill Park Stables SC/Childs Rd (Mill Park),BUS,145.060055,-37.667267,POINT (2505298.5918233995 2425953.464798389),MILL PARK,3032.0
Mill Park Stables SC/Childs Rd (Mill Park),BUS,145.061616,-37.668293,POINT (2505436.2265587253 2425839.5104554575),MILL PARK,3032.0
Dr Harry Jenkins Reserve/386 Childs Rd (Mill Park),BUS,145.064693,-37.669416,POINT (2505707.6169025013 2425714.696592273),MILL PARK,3082.0
Plenty Rd/Childs Rd (Mill Park),BUS,145.069358,-37.670096,POINT (2506119.08759096 2425638.945335211),MILL PARK,3032.0
Blossom Park Dr/Plenty Rd (Mill Park),BUS,145.071153,-37.671243,POINT (2506277.338509531 2425511.5277758744),MILL PARK,3032.0
Mayfield Dr/Plenty Rd (Mill Park),BUS,145.070656,-37.673812,POINT (2506233.2695410475 2425226.4546687547),MILL PARK,3032.0
Viewgrand Dr/Grices Rd (Berwick),BUS,145.34416,-38.075524,POINT (2530198.5730708637 2380588.0139183067),BERWICK,3807.0
Bonnington Bvd/Grices Rd (Clyde North),BUS,145.348746,-38.076408,POINT (2530600.6102863178 2380488.4278084794),CLYDE NORTH,3807.0
St Josephs Catholic School/Argyle Ave (Chelsea),BUS,145.11864,-38.055962,POINT (2510413.2070162315 2382807.500384541),CHELSEA,3197.0
Kirrabilli Pde/Grices Rd (Berwick),BUS,145.349544,-38.076383,POINT (2530670.618166331 2380490.948297656),CLYDE NORTH,3807.0
Macumba Dr/Grices Rd (Clyde North),BUS,145.353269,-38.07703,POINT (2530997.21816589 2380417.9236805392),CLYDE NORTH,3807.0
Leisurewood Dr/Grices Rd (Berwick),BUS,145.354774,-38.077025,POINT (2531129.254437024 2380417.982110612),CLYDE NORTH,3807.0
Como Pde/Grices Rd (Clyde North),BUS,145.360528,-38.077691,POINT (2531633.8315997915 2380342.1594518097),CLYDE NORTH,3807.0
Como Pde/Grices Rd (Berwick),BUS,145.360498,-38.07751,POINT (2531631.286007642 2380362.2692381525),BERWICK,3807.0
Grices Rd/Soldiers Rd (Clyde North),BUS,145.363369,-38.078622,POINT (2531882.720557511 2380237.875177648),CLYDE NORTH,3807.0
Grices Rd/Soldiers Rd (Clyde North),BUS,145.363562,-38.078679,POINT (2531899.6267465833 2380231.4868707033),CLYDE NORTH,3807.0
Viewbright Rd/Soldiers Rd (Clyde North),BUS,145.362781,-38.080948,POINT (2531830.155974178 2379979.8903727904),CLYDE NORTH,3807.0
Soldiers Rd/Skylark Bvd (Clyde North),BUS,145.363734,-38.081674,POINT (2531913.4548121826 2379898.9819581695),CLYDE NORTH,3807.0
Belcam Cct/Skylark Bvd (Clyde North),BUS,145.36527,-38.081839,POINT (2532048.15848005 2379880.154228594),CLYDE NORTH,3807.0
Claret Ash Bvd/Arnolds Creek Bvd (Melton West),BUS,144.548539,-37.667761,POINT (2460172.860701003 2425805.880641451),HARKNESS,3337.0
Belcam Cct/Skylark Bvd (Clyde North),BUS,145.366546,-38.081361,POINT (2532160.3003716506 2379932.780894193),CLYDE NORTH,3807.0
Treefern Lane/Skylark Bvd (Clyde North),BUS,145.371456,-38.082069,POINT (2532590.785586299 2379852.519676784),CLYDE NORTH,3807.0
Yarrinup Ave/Power Ave (Chadstone),BUS,145.10379,-37.877642,POINT (2509131.446205237 2402601.5990248555),CHADSTONE,3148.0
Coolac St/Power Ave (Chadstone),BUS,145.105761,-37.879233,POINT (2509304.648853729 2402424.8204522347),CHADSTONE,3148.0
Nyrang St/Power Ave (Chadstone),BUS,145.106264,-37.881368,POINT (2509348.659472767 2402187.8089864263),CHADSTONE,3148.0
Coolac St/Power Ave (Chadstone),BUS,145.105724,-37.879341,POINT (2509301.405163644 2402412.837089387),CHADSTONE,3148.0
Yarrinup Ave/Power Ave (Chadstone),BUS,145.103608,-37.87764,POINT (2509115.4525775257 2402601.836209583),CHADSTONE,3148.0
Black St/Embankment Gr (Chelsea),BUS,145.115712,-38.048796,POINT (2510157.2022640905 2383603.2347934013),CHELSEA,3196.0
Thompson Rd/Gladesville Bvd (Patterson Lakes),BUS,145.144583,-38.067099,POINT (2512688.275486067 2381568.1434743553),PATTERSON LAKES,3197.0
Werribee Railway Station/Manly St (Werribee),BUS,144.661162,-37.898361,POINT (2470199.4520612448 2400253.9308784427),WERRIBEE,3030.0
Tarneit Station (Tarneit),BUS,144.694376,-37.831359,POINT (2473096.7624254324 2407700.3128095716),TARNEIT,3029.0
Tarneit Station (Tarneit),BUS,144.694851,-37.831432,POINT (2473138.6195928906 2407692.3460139427),TARNEIT,3029.0
Morris Rd/Leakes Rd (Truganina),BUS,144.709676,-37.835894,POINT (2474445.1356007843 2407201.1980513167),TRUGANINA,3029.0
Morris Rd/Leakes Rd (Truganina),BUS,144.707407,-37.836156,POINT (2474245.492880725 2407171.508906954),TRUGANINA,3029.0
Blanchett Rd/Leakes Rd (Truganina),BUS,144.712075,-37.83622,POINT (2474656.4166376493 2407165.659557321),TRUGANINA,3029.0
80 Gladesville Bvd (Patterson Lakes),BUS,145.14385,-38.064987,POINT (2512624.3094949666 2381802.676057527),PATTERSON LAKES,3197.0
Lumiere Bvd/Leakes Rd (Truganina),BUS,144.711816,-37.836521,POINT (2474633.7339033824 2407132.177745281),TRUGANINA,3029.0
Society Bvd/Leakes Rd (Truganina),BUS,144.714976,-37.836474,POINT (2474911.845252091 2407138.229227905),TRUGANINA,3029.0
Lumiere Bvd/Leakes Rd (Truganina),BUS,144.714785,-37.836759,POINT (2474895.145259597 2407106.5540617546),TRUGANINA,3029.0
Alcock Rd/Leakes Rd (Truganina),BUS,144.720135,-37.836835,POINT (2475366.086357423 2407099.5109820645),TRUGANINA,3029.0
Clearwood Dr/Leakes Rd (Truganina),BUS,144.718853,-37.837126,POINT (2475253.340643346 2407066.8843779676),TRUGANINA,3029.0
Aphrodite Dr/Leakes St (Truganina),BUS,144.72462,-37.837292,POINT (2475761.0026116283 2407049.938476692),TRUGANINA,3029.0
Botanical Dr/Leakes Rd (Truganina),BUS,144.72529,-37.837683,POINT (2475820.09889758 2407006.717015721),TRUGANINA,3029.0
Forsyth Rd/Leakes Rd (Truganina),BUS,144.732089,-37.837904,POINT (2476418.6532367715 2406983.8897817414),TRUGANINA,3029.0
Forsyth Rd/Leakes Rd (Truganina),BUS,144.730605,-37.838146,POINT (2476288.0812608493 2406956.67091152),TRUGANINA,3029.0
Mavron Ave/Leakes Rd (Truganina),BUS,144.734957,-37.838131,POINT (2476671.1467638463 2406959.404265728),TRUGANINA,3029.0
Williams St/Kars St (Frankston),BUS,145.119489,-38.151354,POINT (2510474.450520695 2372218.7003117),FRANKSTON,3199.0
Memorial Ave/High St (Epping),BUS,145.026358,-37.644276,POINT (2502326.529912173 2428506.3680257536),EPPING,3076.0
Legana Ct/Gladesville Bvd (Patterson Lakes),BUS,145.14516,-38.062322,POINT (2512739.725233495 2382098.3148237523),PATTERSON LAKES,3197.0
Mainview Bvd/Leakes Rd (Truganina),BUS,144.733677,-37.838386,POINT (2476558.576855627 2406930.7913019536),TRUGANINA,3029.0
Healesville Rd/Bolivar Esp (Truganina),BUS,144.739869,-37.839532,POINT (2477103.947610788 2406805.1092740493),TRUGANINA,3029.0
Leakes Rd/Bolivar Esp (Truganina),BUS,144.739723,-37.839097,POINT (2477090.950740534 2406853.35057622),TRUGANINA,3029.0
Pymble Tce/Bolivar Esp (Truganina),BUS,144.739929,-37.841651,POINT (2477109.8501053336 2406569.9343317254),TRUGANINA,3029.0
Monet Dr/Bolivar Esp (Truganina),BUS,144.739703,-37.84161,POINT (2477089.9705111226 2406574.434990378),TRUGANINA,3029.0
Bolivar Esplanade Park/Bolivar Esp (Truganina),BUS,144.740363,-37.844552,POINT (2477148.9415231957 2406248.065162938),TRUGANINA,3029.0
Elmhurst Rd/Bolivar Esp (Truganina),BUS,144.740175,-37.844377,POINT (2477132.3490557484 2406267.438549716),TRUGANINA,3029.0
Topiary St/Bolivar Esp (Truganina),BUS,144.740424,-37.847013,POINT (2477155.040993463 2405974.931915625),TRUGANINA,3029.0
Topiary St/Bolivar Esp (Truganina),BUS,144.74025,-37.847136,POINT (2477139.7749555768 2405961.2452636193),TRUGANINA,3029.0
Dover St/Bolivar Esp (Truganina),BUS,144.740039,-37.8507,POINT (2477122.2883914285 2405565.6316247294),TRUGANINA,3029.0
The Parkway/Wells Rd (Patterson Lakes),BUS,145.144506,-38.053886,POINT (2512683.7413629657 2383034.7903777873),PATTERSON LAKES,3197.0
Dover St/Bolivar Esp (Truganina),BUS,144.739954,-37.8505,POINT (2477114.750759175 2405587.8066984145),TRUGANINA,3029.0
Custodian Way/Bolivar Esp (Truganina),BUS,144.739105,-37.852268,POINT (2477040.549925573 2405391.3688275497),TRUGANINA,3029.0
Custodian Way/Bolivar Esp (Truganina),BUS,144.738867,-37.852606,POINT (2477019.7112864233 2405353.8028001646),TRUGANINA,3029.0
Tarneit Senior College/Leakes Rd (Tarneit),BUS,144.681359,-37.833059,POINT (2471951.5361525416 2407507.876201082),TARNEIT,3029.0
Tarneit Senior College/Leakes Rd (Tarneit),BUS,144.681048,-37.833188,POINT (2471924.204346847 2407493.4604674904),TARNEIT,3029.0
Monument Dr/Leakes Rd (Tarneit),BUS,144.677885,-37.832603,POINT (2471645.5605425495 2407557.450757074),TARNEIT,3029.0
Penrose Prom/Leakes Rd (Tarneit),BUS,144.67685,-37.832646,POINT (2471554.4686450236 2407552.3773116553),TARNEIT,3029.0
Tarneit Rd/Leakes Rd (Tarneit),BUS,144.673519,-37.832003,POINT (2471260.9987365697 2407622.737387103),TARNEIT,3029.0
Tarneit Rd/Leakes Rd (Tarneit),BUS,144.674078,-37.832285,POINT (2471310.320460422 2407591.6108805947),TARNEIT,3029.0
Homewood Ent/Leakes Rd (Tarneit),BUS,144.669761,-37.831542,POINT (2470930.0092614815 2407672.759389735),TARNEIT,3029.0
Fielding Dr/Wells Rd (Chelsea Heights),BUS,145.143306,-38.050443,POINT (2512579.0038063778 2383417.124096281),CHELSEA HEIGHTS,3197.0
Eagleridge Prom/Leakes Rd (Tarneit),BUS,144.669574,-37.8317,POINT (2470913.6228910396 2407655.1718602004),TARNEIT,3029.0
Family St/Leakes Rd (Tarneit),BUS,144.66469,-37.830928,POINT (2470483.381102345 2407739.3531039767),TARNEIT,3029.0
Cottesloe Blvd Wetlands/Leakes Rd (Tarneit),BUS,144.665216,-37.831181,POINT (2470529.7796272025 2407711.427361857),TARNEIT,3029.0
Yanga Ave/Leakes Rd (Tarneit),BUS,144.658271,-37.830232,POINT (2469918.06314685 2407814.5878085885),TARNEIT,3029.0
Yanga Ave/Leakes Rd (Tarneit),BUS,144.658481,-37.830408,POINT (2469936.6089347494 2407795.1159004765),TARNEIT,3029.0
Davis Rd/Leakes Rd (Tarneit),BUS,144.654635,-37.829863,POINT (2469597.838162055 2407854.387101735),TARNEIT,3029.0
Leakes Rd/Davis Rd (Tarneit),BUS,144.654028,-37.830373,POINT (2469544.5813470883 2407797.5861464282),TARNEIT,3029.0
Ballantine St/Davis Rd (Tarneit),BUS,144.653566,-37.831698,POINT (2469504.4573339755 2407650.3823129684),TARNEIT,3029.0
Riverdale Village SC/Davis Rd (Tarneit),BUS,144.653587,-37.832833,POINT (2469506.753721134 2407524.419437849),TARNEIT,3029.0
